v2	3
v3	1
v4	3
v5	3
v6	5
v7	5
v8	4
v9	3
v10	3
v11	3
v12	1
v13	3
v14	3
v15	4
v16	3
v17	3
v18	5
v19	5
v20	4
v21	5
v22	6
v23	3
v24	2
v25	3
v26	2
v27	2
